lemma,freq,per_million
αναδρομικότητα,1,0.15
εξηγήζω,1,0.15
αντιστοιχούσες,1,0.15
περιάγω,1,0.15
απαλλασσόταν,1,0.15
στέρησε,1,0.15
ενδοενωσιακός,1,0.15
απαλλάσσοντας,1,0.15
–με,1,0.15
γενεσιουργός,1,0.15
θωρακίζονταν,1,0.15
παγιωμένη,1,0.15
ερμηνεώνυ,1,0.15
απαιτούσες,1,0.15
συσταλτικά,1,0.15
μέλη–,1,0.15
εικαζόμενου,1,0.15
φορολογούμενους–ς,1,0.15
παραδέχεται,1,0.15
θεωρεί,1,0.15
αξιολογούνται,1,0.15
παρεκκλίνοντα,1,0.15
θεωρείτο,1,0.15
εκπέω,1,0.15
όμοιας,1,0.15
ενσωματώνομαι,1,0.15
εκπένω,1,0.15
ίπτουν,1,0.15
καταστάσεις–,1,0.15
διερεύνησε,1,0.15
προκύπτει,1,0.15
μεταχείριση–,1,0.15
φορολογήσεως,1,0.15
ημεδαπά,1,0.15
απουσια,1,0.15
αιτιολογιας,1,0.15
εξωγενής,1,0.15
φορολογούμενο,1,0.15
εγκύρως,1,0.15
υπογραμμίνω,1,0.15
συμπεράσμας,1,0.15
πρόδηλο,1,0.15
συμμετοχές»)·,1,0.15
διανέμουσα,1,0.15
εξαιρέζω,1,0.15
εγκατεστημενες,1,0.15
αλυσιτελή,1,0.15
μετατραπείσες,1,0.15
παρεκκλίσεως,1,0.15
καταχώρισαν,1,0.15
εκπτιπτόμενος,1,0.15
μετατρεπόταν,1,0.15
–κάτι,1,0.15
πράξει–,1,0.15
επιλεκτικο,1,0.15
πλεονεκτημα,1,0.15
κανονων,1,0.15
καταχρηση,1,0.15
επαλλήλως,1,0.15
παρέκκλινε,1,0.15
rechts,1,0.15
unangemessene,1,0.15
rechtliche,1,0.15
επιλεχθέντα,1,0.15
σχεδίασε,1,0.15
εντασσόμενος,1,0.15
επιβαρυνόταν,1,0.15
επίμαχα,1,0.15
εικαζομενες,1,0.15
κάπως,1,0.15
μεταφράστηκε,1,0.15
εξηγήθηκαν,1,0.15
–της,1,0.15
χρήση–,1,0.15
εκκρεμούσης,1,0.15
εμποδιζει,1,0.15
επιχειρήματα,1,0.15
αυστηρώς,1,0.15
επιδεικνύο,1,0.15
νομολογιακός,1,0.15
υποστηρίζει,1,0.15
εμποδίζομαι,1,0.15
δήθεν,1,0.15
εμπνέω,1,0.15
υπέπεσε,1,0.15
πρόδηλη,1,0.15
καταφανή,1,0.15
διοικήσεως,1,0.15
παρέλειψαν,1,0.15
σιγή,1,0.15
προκαταρκτικώς,1,0.15
δικαιολογούσαν,1,0.15
νομιμότητά,1,0.15
παραπλανήθηκαν,1,0.15
συνέτρεχαν,1,0.15
χρηστης,1,0.15
διοικησης,1,0.15
αφιέρωσε,1,0.15
επικαλώ,1,0.15
αλυσιτελές,1,0.15
απολάμβανε,1,0.15
supply·,1,0.15
διάδοχό,1,0.15
s.à.r.l,1,0.15
ακρωνυμίου,1,0.15
διευκρινίστηκε,1,0.15
2016/eo,1,0.15
http://www.engie.com/en/journalists/press-releases/gdf-suez-becomes-engie/,1,0.15
ωκεανία,1,0.15
https://www.engie.com/wp-content/uploads/2015/06/gsii-co.pdfς,1,0.15
ναύλωση,1,0.15
προέβλεπαν,1,0.15
υπεραξιών,1,0.15
34(2,1,0.15
οδότησης,1,0.15
εκπίπτουσα,1,0.15
αντικατοπτριστεί,1,0.15
"699,9",1,0.15
μετατράπηκαν,1,0.15
60(2,1,0.15
κυμανθεί,1,0.15
émettra,1,0.15
s'élève,1,0.15
contribuables,1,0.15
résidents,1,0.15
passiblesς,1,0.15
énumérés,1,0.15
calendrier,1,0.15
"6,75",1,0.15
αυξήθηκ,1,0.15
l'évaluation,1,0.15
l'actif,1,0.15
répondre,1,0.15
règles,1,0.15
alinéas,1,0.15
suivants,1,0.15
tenue,1,0.15
régulière,1,0.15
fiscal,1,0.15
évaluation,1,0.15
déterminé,1,0.15
retenir,1,0.15
celles,1,0.15
quelque,1,0.15
1965,1,0.15
bénéfices,1,0.15
sociaux,1,0.15
filiale,1,0.15
traversant,1,0.15
actionnaires,1,0.15
exposés,1,0.15
éviter,1,0.15
fiscale,1,0.15
lorsque,1,0.15
pertes,1,0.15
l'alinéa,1,0.15
lorsqu'à,1,0.15
imposable,1,0.15
ayants,1,0.15
faitesς,1,0.15
d'actions,1,0.15
compris,1,0.15
reçu,1,0.15
correspond,1,0.15
réalisationς,1,0.15
nicht,1,0.15
umgangen,1,0.15
werden,1,0.15
wirtschaftlichen,1,0.15
vorgängen,1,0.15
tatsachen,1,0.15
angemessenen,1,0.15
rechtlichen,1,0.15
151-155,1,0.15
1er,1,0.15
nets,1,0.15
l'établissement,1,0.15
disposé,1,0.15
justifie,1,0.15
égard,1,0.15
étrangères,1,0.15
70/16,1,0.15
1-40,1,0.15
399/08,1,0.15
126/01,1,0.15
730/79,1,0.15
t:2000:151,1,0.15
19.7.2016,1,0.15
66/02,1,0.15
78·,1,0.15
132·,1,0.15
fiscales,1,0.15
anticipatives,1,0.15
toute,1,0.15
assujettie,1,0.15
prise,1,0.15
σ]υγκεκριμένα,1,0.15
αντικειμενικώς,1,0.15
επιδιωκόμενου,1,0.15
koninklijke,1,0.15
frieslandcampina,1,0.15
125-126,1,0.15
κέντρας,1,0.15
προσβαλλομένης,1,0.15
εργατός,1,0.15
2.2.4.3,1,0.15
2.2.4.4,1,0.15
2.2.4.5,1,0.15
sous-jacente,1,0.15
impôts,1,0.15
distribuésς,1,0.15
définit,1,0.15
entre,1,0.15
n'être,1,0.15
tout,1,0.15
pouvoir,1,0.15
κατέχουσας,1,0.15
formulaire,1,0.15
συγκάλεσε,1,0.15
26-31,1,0.15
2011/96/εε,1,0.15
28.1.2015,1,0.15
–βάνω,1,0.15
εταιρεία–,1,0.15
alain,1,0.15
83)·,1,0.15
δισεκατομμυριούχου,1,0.15
21.12.2006,1,0.15
48/07,1,0.15
2014/86/εε,1,0.15
εκπέσουν,1,0.15
novembre,1,0.15
filiales,1,0.15
organisme,1,0.15
2011/96/ue,1,0.15
lorsqu'ils,1,0.15
cadre,1,0.15
obtenir,1,0.15
objectifs,1,0.15
principaux,1,0.15
allant,1,0.15
faits,1,0.15
comprendre,1,0.15
étapes,1,0.15
série,1,0.15
commerciaux,1,0.15
valables,1,0.15
t:2016:59,1,0.15
διανεμόμενων,1,0.15
170/83,1,0.15
c:1984:271,1,0.15
137/02,1,0.15
t:2004:304,1,0.15
480/09ς,1,0.15
55·,1,0.15
υπέρτατος,1,0.15
υπεγράφησαν,1,0.15
annuels,1,0.15
entreprises,1,0.15
1.δ,1,0.15
2.2.4.6.1,1,0.15
2.2.3.7.2,1,0.15
inhérente,1,0.15
transférée,1,0.15
acquis,1,0.15
ultérieure,1,0.15
consiste,1,0.15
vise,1,0.15
exempter,1,0.15
imposables,1,0.15
chef,1,0.15
renseignements,1,0.15
fournis,1,0.15
limites,1,0.15
échapper,1,0.15
éléments,1,0.15
constitutifs,1,0.15
39009c,1,0.15
objectif,1,0.15
telle,1,0.15
voulu,1,0.15
accorder,1,0.15
ceux-ci,1,0.15
nécessairement,1,0.15
réels,1,0.15
eux-mêmes,1,0.15
avantage,1,0.15
seul,1,0.15
obtenu,1,0.15
34(1,1,0.15
62(1,1,0.15
323/82,1,0.15
intermills,1,0.15
69·,1,0.15
237/06,1,0.15
nos,1,0.15
t:2015:1003,1,0.15
16.4.2014,1,0.15
102-113,1,0.15
2003/755/εκ,1,0.15
30.10.2003,1,0.15
117-120,1,0.15
336-339,1,0.15
2007/256/εκ,1,0.15
46/2004,1,0.15
30.4.2007,1,0.15
323-333,1,0.15
74/00,1,0.15
408/04,1,0.15
100-107,1,0.15
417/10,1,0.15
safilo,1,0.15
265/85,1,0.15
jurgens,1,0.15
t:2012:497,1,0.15
octroyé,1,0.15
saurait,1,0.15
invoquer,1,0.15
soustraire,1,0.15
nécessaires,1,0.15
récupérer,1,0.15
admettre,1,0.15
reviendrait,1,0.15
nationales,1,0.15
prises,1,0.15
c:2011:372,1,0.15
c:1986:3,1,0.15
168-170,1,0.15
προδικαστικών,1,0.15
367/93,1,0.15
377/93,1,0.15
358-367,1,0.15
c:2011:497,1,0.15
368-372,1,0.15
441/06,1,0.15
ζοrα,1,0.15
χρηματοδότησαν,1,0.15
διατηρήθηκε,1,0.15
υπαινιγμός,1,0.15
ακρόασή,1,0.15
reçus,1,0.15
groepsrentebox,1,0.15
4/07,1,0.15
465/06,1,0.15
2016/2326,1,0.15
2014/c,1,0.15
2014/nn,1,0.15
ρώτησε,1,0.15
demesa,1,0.15
επίδικης,1,0.15
ευνοούνται,1,0.15
237/16,1,0.15
επιλεχθέν,1,0.15
documente,1,0.15
δανείστρια,1,0.15
–όμιλοι,1,0.15
29/94,1,0.15
bundespost,1,0.15
c:2017:449,1,0.15
33.ακόμη,1,0.15
χορηγούνταν,1,0.15
2019/483,1,0.15
/2019,1,0.15
εζεζ,1,0.15
ισοδύναμες/-α,1,0.15
οριστικοί,1,0.15
ουδέτερους,1,0.15
15(1)(e,1,0.15
33(1)(e,1,0.15
πολυσυμμετοχικός,1,0.15
15(1)(a,1,0.15
ποινικής,1,0.15
43(1,1,0.15
16(1)(f,1,0.15
46aa,1,0.15
υποκείμενό,1,0.15
φυσικά·,1,0.15
197,1,0.15
201α,1,0.15
201β,1,0.15
δόλιου,1,0.15
219(2,1,0.15
129j(1,1,0.15
129n,1,0.15
7(6,1,0.15
2018/2030,1,0.15
2019/939,1,0.15
συντονιστικού,1,0.15
ifa,1,0.15
l_2019150el.01025301.rtf,1,0.15
στάθηκαν,1,0.15
δανείου-αξίας,1,0.15
εργαλειοθήκη,1,0.15
σχεδιαζόμενων,1,0.15
ασυνεπός,1,0.15
rentenbank,1,0.15
nbank,1,0.15
lfa,1,0.15
παρακαταθηκών,1,0.15
kreditne,1,0.15
banka,1,0.15
obnovu,1,0.15
razvitak,1,0.15
centrinėsς,1,0.15
1093/2010,1,0.15
χρονικώς,1,0.15
υποενοποιημένος,1,0.15
πολυεπίπεδο,1,0.15
μεικτών,1,0.15
ανωνυμοποιημένος,1,0.15
ουδέτερων,1,0.15
εδικαιούντο,1,0.15
επαρκούσαν,1,0.15
104γ,1,0.15
εδάφι,1,0.15
45δ,1,0.15
ανακαθορίσεις,1,0.15
διανέμονταν,1,0.15
141α,1,0.15
143,1,0.15
159α,1,0.15
παραλήπτες,1,0.15
tajani,1,0.15
190).·,1,0.15
μετάβασης·,1,0.15
μακροπρόθεσμα·,1,0.15
επιτευχθεί,1,0.15
εκσυγχρονίζουν,1,0.15
δοκιμάσει,1,0.15
αντιγράφων·,1,0.15
πάσος,1,0.15
12.7.2019,1,0.15
2019/2177,1,0.15
πλατφορμών,1,0.15
"της,»·ς",1,0.15
xxα,1,0.15
27στ,1,0.15
διορθωμένου,1,0.15
διορθωμένης,1,0.15
152β,1,0.15
2015/849,1,0.15
νομοθετών,1,0.15
σκοπό.»·,1,0.15
2016.»·,1,0.15
έκβασή,1,0.15
2019/1034,1,0.15
2019/13,1,0.15
εξδωσε,1,0.15
2018/1148,1,0.15
2016/1041,1,0.15
2018/21,1,0.15
2016/457,1,0.15
2016/5,1,0.15
2019/16,1,0.15
εννόμων,1,0.15
2004/2,1,0.15
ομοιοτήτων,1,0.15
κτηματομεσιτικός,1,0.15
διευθετήθηκε,1,0.15
sl,1,0.15
κουρέματος,1,0.15
ασφαλειών»·,1,0.15
περιθωρίου»·,1,0.15
επαναχρησιμοποιούμενης,1,0.15
market-based,1,0.15
επαναχρησιμοποίησης»·,1,0.15
κοινοποιητέο,1,0.15
συνάφνω,1,0.15
αναζητήσεων,1,0.15
έντυπο·,1,0.15
ssh·,1,0.15
οποιονδήποτες,1,0.15
δικαιούχος·,1,0.15
ακυρωθείσα·,1,0.15
προγενέστερα·,1,0.15
απαραδέκτου,1,0.15
γνωστοποίησης·,1,0.15
20022·,1,0.15
θέσεων»)·,1,0.15
εκκαθαριστεί·,1,0.15
αναρτημένα,1,0.15
αμφίπλευρη,1,0.15
xml,1,0.15
κατ»)·,1,0.15
αγοράς-επαναπώλησηςς,1,0.15
update,1,0.15
αντασφαλιστική,1,0.15
take,1,0.15
κεφαλαίοι,1,0.15
0–9,1,0.15
τμηματικοί,1,0.15
wertpapierpensionsgeschäfte,1,0.15
compraventa,1,0.15
wertpapierdarlehen,1,0.15
επεκτάσιμα,1,0.15
ic30e360oreurobondbasismodel1,1,0.15
a008,1,0.15
actualactualisda,1,0.15
actualactualafb,1,0.15
ic30360icmaor30360basicrule,1,0.15
ic30e3360oreurobondbasismodel3,1,0.15
a014,1,0.15
invg,1,0.15
υπερεθνικοί,1,0.15
corr,1,0.15
σύμμεικτος,1,0.15
bsb,1,0.15
σιτηρών,1,0.15
naph,1,0.15
διαμμώνιο,1,0.15
2014/909,1,0.15
2019/439,1,0.15
μετρίου-χαμηλού,1,0.15
εξασφαλισμένο·,1,0.15
c180,1,0.15
2016_2782,1,0.15
08.01,1,0.15
rwa--,1,0.15
rwa--ς,1,0.15
pd--,1,0.15
p++,1,0.15
ομαδοποιημένα,1,0.15
4.30,1,0.15
ουδέτερα,1,0.15
psa,1,0.15
alv,1,0.15
barclays,1,0.15
aca,1,0.15
nky,1,0.15
εξαγοράσιμο,1,0.15
19.9.2019,1,0.15
18.9.2020,1,0.15
19.9.2022,1,0.15
sx5e,1,0.15
αναλογία·ς,1,0.15
διετήςς,1,0.15
επιτοκίου»)·,1,0.15
λονδίνου,1,0.15
λονδίνος,1,0.15
it0005246134ς,1,0.15
it0005172322,1,0.15
fr0011317783,1,0.15
κυβ.,1,0.15
βραζίλίας,1,0.15
πενταετούς,1,0.15
προσαρμοζόμενο,1,0.15
vodafone,1,0.15
vod,1,0.15
vow,1,0.15
us900123cf53,1,0.15
xs1586555861,1,0.15
xs1586555606,1,0.15
xs0830194501,1,0.15
var.,1,0.15
χρησιμοποιήσω,1,0.15
συμβουλευθείτε,1,0.15
110.02,1,0.15
1/2/2019,1,0.15
επιπροσθετου,1,0.15
109.02,1,0.15
109.03,1,0.15
109.01,1,0.15
χρησιμοποιήζω,1,0.15
2019/442,1,0.15
οριακά,1,0.15
βημάτων,1,0.15
μετοχές.»·,1,0.15
2015/14,1,0.15
2019/443,1,0.15
διαφυλαχθούν,1,0.15
προσάρμοσε,1,0.15
2019/462,1,0.15
αγγλίας·,1,0.15
2019/463,1,0.15
2019/482,1,0.15
2019/519,1,0.15
κωδικοποίησε,1,0.15
29.1.2008,1,0.15
13.3.2019,1,0.15
2019/621,1,0.15
—κατηγορία,1,0.15
cm3—,1,0.15
χρησιμοποιήσιμος,1,0.15
συμπληρώσεων,1,0.15
χρησιμοποιήσιμων,1,0.15
βαρέων-επαγγελματικός,1,0.15
1.6.1999,1,0.15
ποδος,1,0.15
ποδο,1,0.15
5.1.4.5.2,1,0.15
πλήκτρο,1,0.15
επίσχεστρο,1,0.15
καστάνια,1,0.15
ποδοβαλβίδα,1,0.15
αποσυμπίεση,1,0.15
σερβομηχανισμοί,1,0.15
άκαμπτοι,1,0.15
εύκαμπτοις,1,0.15
παρεμβύσματα,1,0.15
φρένων,1,0.15
καλώδια,1,0.15
κύλινδροι,1,0.15
μοχλούς,1,0.15
αυτόματοι-έκκεντροι,1,0.15
ολόκληρο,1,0.15
5.1.4.2,1,0.15
επιτρεπομένων,1,0.15
παλινδρομούσες,1,0.15
ράβδα,1,0.15
ρωγμό,1,0.15
ράβδων,1,0.15
πιρούνι,1,0.15
καρδανικός,1,0.15
διευθυντηρίων,1,0.15
διευθυνόμενος,1,0.15
τζογόμετρος,1,0.15
οπισθοσκοπικός,1,0.15
ηλεκτρολογικος,1,0.15
φανών,1,0.15
αναλαμπή,1,0.15
ευδιακριτότητας,1,0.15
ηλεκτρολογική,1,0.15
οπισθανακλαστήρες,1,0.15
συσσωρευτής/-ές,1,0.15
αναρτηση,1,0.15
ακραξόνια,1,0.15
δοκού,1,0.15
ακραξονίου,1,0.15
ένσφαιροι,1,0.15
τριβής,1,0.15
ακραξόνιο,1,0.15
όλου,1,0.15
ελατήρια,1,0.15
στρεπτικές,1,0.15
wishbone,1,0.15
αερανάρτηση,1,0.15
cng)/υγροποιημένου,1,0.15
εδράσεις,1,0.15
χερούλι,1,0.15
υποπόδιος,1,0.15
πόρπες,1,0.15
περιοριστής,1,0.15
προεντατήρες,1,0.15
πυροσβεστήρες,1,0.15
σφήνες,1,0.15
ταχογράφος,1,0.15
1/min].,1,0.15
cς,1,0.15
βραδυπορία,1,0.15
vin)/,1,0.15
υπέρυθρης,1,0.15
καθαρισθεί,1,0.15
υπερτροφοδότης,1,0.15
πετρελαιοκίνητος,1,0.15
απενεργοποίησής,1,0.15
απορριφθούν,1,0.15
μετρηθείσα,1,0.15
επιτρεπόμενοι,1,0.15
ραδιοπαρασίτων,1,0.15
διαρροές,1,0.15
έξοδοι,1,0.15
οδεύσεων,1,0.15
σκάλες,1,0.15
πινακίδες,1,0.15
φαγητού,1,0.15
συσσώρευσής,1,0.15
οφειλών·,1,0.15
ανοίγματα.»·,1,0.15
ακέραιο·,1,0.15
οφειλής·,1,0.15
ταξινομείτο,1,0.15
105·,1,0.15
ποσού·ς,1,0.15
"0,55",1,0.15
ογδόου,1,0.15
εξυπηρετούμενου.»·,1,0.15
ιγ):»·,1,0.15
αφαιρέσεις.»·,1,0.15
4.3.2019,1,0.15
2019/699,1,0.15
2019/819,1,0.15
ταμείο·,1,0.15
στοχευόμενας,1,0.15
μεθοδολογιών·,1,0.15
αντικτύπου·,1,0.15
2019/820,1,0.15
2019/885,1,0.15
sts»)·,1,0.15
αριθμό/-ούς,1,0.15
παρατυπίες·,1,0.15
ενυπόγραφη,1,0.15
προσεχή,1,0.15
επιστρεπτέα·,1,0.15
εμπειρογνωμόνων·,1,0.15
sts·,1,0.15
υπόνοιες,1,0.15
εναλλακτικές,1,0.15
διαφορές·,1,0.15
υποβληθούν·,1,0.15
συνολικοί,1,0.15
συγκεντρώνονται,1,0.15
76)·,1,0.15
asa·,1,0.15
τdfa,1,0.15
ψεκασμού,1,0.15
αερολυμάτος,1,0.15
τρι-(αλκυλο,1,0.15
μειγμάτο,1,0.15
ghs06,1,0.15
επαναδιατυπωθώ,1,0.15
αυξημένες,1,0.15
ενημερωτικων,1,0.15
δελτιων,1,0.15
ηλεκτρονικών·,1,0.15
μηνύματος·,1,0.15
και·ς,1,0.15
διαδοθείσα,1,0.15
διαφήμισης·,1,0.15
διαδιδόμενας,1,0.15
πυλης,1,0.15
12-23,1,0.15
αξίας)/δάνεια,1,0.15
σκοπου,1,0.15
εκδιδουν,1,0.15
~καε,1,0.15
κέρδος/(ζημία,1,0.15
μεταφορτωμένος,1,0.15
κράτος(-η,1,0.15
κράτους(-ών,1,0.15
μεταφορτωμένου(-ων,1,0.15
coap,1,0.15
έγγραφου,1,0.15
alphanum-50ς,1,0.15
9999-12-31,1,0.15
προσφερόμενοςς,1,0.15
μετατρέψιμη,1,0.15
integer-2ς,1,0.15
i15c,1,0.15
ευανάγνωστου,1,0.15
3.3(δ,1,0.15
επαναλήψεις·ς,1,0.15
ομαδοποιημένες·,1,0.15
γραμματοσειράς·,1,0.15
περιεχόμενά,1,0.15
γραώνμ,1,0.15
συνεκτικότητα·,1,0.15
πρωτοβουλία·ς,1,0.15
τροποποιείμαι,1,0.15
5.7.3,1,0.15
5.7.4,1,0.15
στηρίχτηκε,1,0.15
ιδρυτών,1,0.15
ιδιότητες·,1,0.15
ισχύει/-ω,1,0.15
18.1.1,1,0.15
18.1.2,1,0.15
18.1.3,1,0.15
18.1.4,1,0.15
18.1.5,1,0.15
18.1.6,1,0.15
18.1.7,1,0.15
18.2.1,1,0.15
18.3.2,1,0.15
18.3.3,1,0.15
18.4.1,1,0.15
18.5.1,1,0.15
18.5.2,1,0.15
18.6.1,1,0.15
19.1.2,1,0.15
19.1.3,1,0.15
19.1.4,1,0.15
19.1.5,1,0.15
19.1.6,1,0.15
19.2,1,0.15
19.2.1,1,0.15
19.2.2,1,0.15
προτιμήσεων,1,0.15
19.2.3,1,0.15
δευτερογενεις,1,0.15
δήλωσης·,1,0.15
πρότυπα·,1,0.15
11.2.2,1,0.15
11.6,1,0.15
11.6.1,1,0.15
επενδυτικος,1,0.15
υποκείμενου/-ων,1,0.15
οργανισμού/-ών,1,0.15
μόχλευση·,1,0.15
γ))·,1,0.15
αιτουντος,1,0.15
δευτερογε-νείς,1,0.15
11.1.1,1,0.15
11.1.2,1,0.15
11.1.3,1,0.15
11.1.4,1,0.15
11.1.5,1,0.15
11.1.6,1,0.15
11.1.7,1,0.15
11.3.2,1,0.15
11.3.3,1,0.15
11.4.1,1,0.15
11.5.1,1,0.15
10.2.2,1,0.15
10.2.3,1,0.15
ελεγμένα,1,0.15
8.2.3,1,0.15
8.2.4,1,0.15
αρνήσεις,1,0.15
εκδιδομενες,1,0.15
εκδιδομενα,1,0.15
5.1.5,1,0.15
τμήματα·,1,0.15
υφίσταται·,1,0.15
5.4.4,1,0.15
6.6,1,0.15
6.5.3,1,0.15
6.5.5,1,0.15
1.18.1,1,0.15
1.19.2,1,0.15
1.20.1,1,0.15
1.20.2,1,0.15
1.20.3,1,0.15
αποθετηρια,1,0.15
3.1.6,1,0.15
3.1.8,1,0.15
3.1.9,1,0.15
εξής·,1,0.15
διενεργώνη,1,0.15
4.15,1,0.15
παραγοντες,1,0.15
εκδοτης,1,0.15
οντοτητα,1,0.15
προθεσμία/-ες,1,0.15
2.2.9,1,0.15
2.2.11,1,0.15
3.4.5,1,0.15
3.4.8,1,0.15
ατυπες,1,0.15
απαιτείται·,1,0.15
τριτεγγύηση,1,0.15
2a.1,1,0.15
2b.1,1,0.15
ελέγχοντης,1,0.15
πραγματοποιηθεί·,1,0.15
2.7.2,1,0.15
εταιρικη,1,0.15
κατοχους,1,0.15
4.1.10,1,0.15
4.1.11,1,0.15
5.6.5,1,0.15
5.6.5.2,1,0.15
5.6.5.6,1,0.15
3.1.13,1,0.15
3.1.15,1,0.15
3.1.16,1,0.15
4.5.4,1,0.15
4.6.1,1,0.15
τελικους,1,0.15
εκδοτων,1,0.15
εξορυκτικές,1,0.15
νεοφυείς,1,0.15
isin»)·,1,0.15
2.3·,1,0.15
επωνυμίες,1,0.15
αποκόμισαν,1,0.15
συμβουλευτικού,1,0.15
κόμβου,1,0.15
ώριμων,1,0.15
αναγνωρισμένους,1,0.15
διευκολυώνν,1,0.15
αποδυναμώσουν,1,0.15
ανθρωπογενός,1,0.15
δεξαμενόπλοιο,1,0.15
διευκολύνομαι,1,0.15
συνεπένδυση,1,0.15
πλήττονται,1,0.15
αναταράξεις,1,0.15
ασφαλιζόμενο·,1,0.15
σύμβαση.»·,1,0.15
χρόνου.»·,1,0.15
5α.»·,1,0.15
προηγώνη,1,0.15
ασφαλιζόμενοι.»·,1,0.15
2009/138/εκ.»·,1,0.15
στοιχεία:»·,1,0.15
90α,1,0.15
siav,1,0.15
κατοικίας.»·,1,0.15
cark,1,0.15
96α,1,0.15
γ).»·,1,0.15
180α,1,0.15
199.»·,1,0.15
παράγωγο·»·,1,0.15
111α,1,0.15
σs,1,0.15
οφειλέτες.»·,1,0.15
recoverables,1,0.15
οφειλέτες·,1,0.15
w(windstorm,1,0.15
v.»·ς,1,0.15
wsi(earthquake,1,0.15
w(earthquake,1,0.15
si(earthquake,1,0.15
wsi(flood,1,0.15
w(flood,1,0.15
